6.657099723815917969e-01	2.984499931335449219e-01	-1.046700000762939453e+00	-6.693199872970581055e-01	-7.808200120925903320e-01	-1.300699950661510229e-04	-1.793099939823150635e-01	3.711000084877014160e-01	-1.862200051546096802e-01	-4.053499996662139893e-01	9.864400029182434082e-01	-6.054499745368957520e-01	-9.457100033760070801e-01	-6.920700073242187500e-01	5.668100118637084961e-01	-3.860999941825866699e-01	2.763400040566921234e-02	-1.246399998664855957e+00	-7.356100082397460938e-01	-5.222200155258178711e-01	-6.176599860191345215e-02	1.677100062370300293e-01	-3.746199905872344971e-01	4.225000143051147461e-01	-6.309499740600585938e-01	-1.636000037193298340e+00	-2.509399950504302979e-01	4.495000094175338745e-02	-3.975799977779388428e-01	9.809899926185607910e-01	2.629300117492675781e+00	8.348000049591064453e-01	-7.733799815177917480e-01	3.940199911594390869e-01	-5.797600150108337402e-01	-1.029000043869018555e+00	-2.670899927616119385e-01	9.871399998664855957e-01	-5.102900266647338867e-01	-4.247699975967407227e-01	1.395599961280822754e+00	-2.934700064361095428e-02	2.229500055313110352e+00	-1.707900047302246094e+00	2.556199952960014343e-02	6.905999779701232910e-01	-5.789999961853027344e-01	-1.782400012016296387e-01	4.291599988937377930e-01	-5.393999814987182617e-01
3.109799921512603760e-01	5.573000013828277588e-02	2.729299962520599365e-01	-7.935400009155273438e-01	1.530099958181381226e-01	6.854699850082397461e-01	-4.266700148582458496e-02	2.320300042629241943e-01	-9.097599983215332031e-01	-7.117699980735778809e-01	1.164899945259094238e+00	-1.123399972915649414e+00	-1.265699982643127441e+00	-3.255000114440917969e-01	9.668800234794616699e-01	2.591899931430816650e-01	5.767099857330322266e-01	-5.524399876594543457e-01	-7.396199703216552734e-01	5.758500099182128906e-01	6.745200157165527344e-01	-1.133900046348571777e+00	-7.445200085639953613e-01	7.491000294685363770e-01	-2.037599980831146240e-01	-2.082299947738647461e+00	8.119300007820129395e-02	-2.987099885940551758e-01	-6.477800011634826660e-01	1.761599928140640259e-01	2.431499958038330078e+00	7.944700121879577637e-01	4.051899909973144531e-01	-1.195400021970272064e-02	-1.183300018310546875e+00	-9.146299958229064941e-01	-1.385200023651123047e-02	1.425099968910217285e+00	-3.272599875926971436e-01	-2.091999948024749756e-01	7.641199827194213867e-01	-5.527099967002868652e-01	1.565700054168701172e+00	-1.409500002861022949e+00	5.171899795532226562e-01	4.049200117588043213e-01	-7.026000320911407471e-02	2.994000017642974854e-01	-3.424600064754486084e-01	-2.895399928092956543e-01
7.986900210380554199e-01	3.326399922370910645e-01	-9.105899930000305176e-01	4.568299949169158936e-01	-2.666999995708465576e-01	7.040299773216247559e-01	-4.115599989891052246e-01	5.077400207519531250e-01	-1.844000071287155151e-01	-4.276899993419647217e-01	1.131899952888488770e+00	-9.627299904823303223e-01	-7.963500022888183594e-01	-1.055300012230873108e-01	1.525500059127807617e+00	1.374199986457824707e-01	5.720499753952026367e-01	-1.154600024223327637e+00	-4.659200012683868408e-01	6.195200085639953613e-01	1.026699990034103394e-01	-4.235599935054779053e-01	-5.845900177955627441e-01	1.020900011062622070e+00	-6.340500116348266602e-01	-1.163800001144409180e+00	2.835299968719482422e-01	-3.580300137400627136e-02	-1.005200028419494629e+00	-3.975600004196166992e-01	1.626299977302551270e+00	2.479799985885620117e-01	1.143499985337257385e-01	3.950499892234802246e-01	-8.008000254631042480e-01	-1.128999948501586914e+00	-1.544300019741058350e-01	1.194100022315979004e+00	4.410400092601776123e-01	-6.736300140619277954e-02	4.684199988842010498e-01	-3.743000030517578125e-01	2.289000034332275391e+00	-4.695299863815307617e-01	-2.221599966287612915e-01	9.330800175666809082e-02	-2.690599858760833740e-01	-4.302800074219703674e-02	-1.018299981951713562e-01	-7.753300070762634277e-01
5.045099854469299316e-01	6.860700249671936035e-01	-5.951700210571289062e-01	-2.280100062489509583e-02	6.004599928855895996e-01	-1.349799931049346924e-01	-8.812999725341796875e-02	4.737699925899505615e-01	-6.179800033569335938e-01	-3.101199865341186523e-01	-7.666599750518798828e-02	1.493000030517578125e+00	-3.418900072574615479e-02	-9.817299842834472656e-01	6.822900176048278809e-01	8.172199726104736328e-01	-5.187399983406066895e-01	-3.150300085544586182e-01	-5.580899715423583984e-01	6.642100214958190918e-01	1.960999965667724609e-01	-1.349499970674514771e-01	-1.147599965333938599e-01	-3.034400045871734619e-01	4.117699861526489258e-01	-2.223000049591064453e+00	-1.075600028038024902e+00	-1.078299999237060547e+00	-3.435400128364562988e-01	3.350499868392944336e-01	1.992699980735778809e+00	-4.233999922871589661e-02	-6.431900262832641602e-01	7.112500071525573730e-01	4.915899932384490967e-01	1.675399988889694214e-01	3.434399962425231934e-01	-2.566300034523010254e-01	-8.522999882698059082e-01	1.660999953746795654e-01	4.010199904441833496e-01	1.168499946594238281e+00	-1.013700008392333984e+00	-2.158499956130981445e-01	-1.515499949455261230e-01	7.832099795341491699e-01	-9.124100208282470703e-01	-1.610599994659423828e+00	-6.442599892616271973e-01	-5.104200243949890137e-01
3.785400092601776123e-01	1.823300004005432129e+00	-1.264799952507019043e+00	-1.042999997735023499e-01	3.582899868488311768e-01	6.002900004386901855e-01	-1.753800064325332642e-01	8.376700282096862793e-01	-5.679799988865852356e-02	-7.579500079154968262e-01	2.268099933862686157e-01	9.858700037002563477e-01	6.058700084686279297e-01	-3.141900002956390381e-01	2.887699902057647705e-01	5.601300001144409180e-01	-7.745599746704101562e-01	7.142099738121032715e-02	-5.741000175476074219e-01	2.134200036525726318e-01	5.767400264739990234e-01	3.867999911308288574e-01	-1.257400065660476685e-01	2.801199853420257568e-01	2.813499867916107178e-01	-1.805299997329711914e+00	-1.042099952697753906e+00	-1.925500035285949707e-01	-5.537499785423278809e-01	-5.452600121498107910e-02	1.557399988174438477e+00	3.929600119590759277e-01	-2.475000023841857910e-01	3.425100147724151611e-01	4.536499977111816406e-01	1.623699963092803955e-01	5.246400237083435059e-01	-7.027199864387512207e-02	-8.374400138854980469e-01	-1.032600045204162598e+00	4.594599902629852295e-01	2.530199885368347168e-01	-1.783699989318847656e-01	-7.339800000190734863e-01	-2.002499997615814209e-01	2.346999943256378174e-01	-5.609499812126159668e-01	-2.283900022506713867e+00	9.275300428271293640e-03	-6.028400063514709473e-01
-9.438599646091461182e-02	4.300700128078460693e-01	-1.722400039434432983e-01	-4.552899897098541260e-01	1.644700050354003906e+00	4.033499956130981445e-01	-3.726300001144409180e-01	2.507100105285644531e-01	-1.058799996972084045e-01	1.077800020575523376e-01	-1.084799990057945251e-01	1.518100053071975708e-01	-6.539599895477294922e-01	5.505399703979492188e-01	5.959100127220153809e-01	-4.627799987792968750e-01	1.184699982404708862e-01	6.444799900054931641e-01	-7.094799876213073730e-01	2.394700050354003906e-01	-8.290500044822692871e-01	1.271999955177307129e+00	3.302099928259849548e-02	2.935000061988830566e-01	3.910999894142150879e-01	-2.809400081634521484e+00	-7.074499726295471191e-01	4.106000065803527832e-01	3.894000053405761719e-01	-2.912999987602233887e-01	2.612400054931640625e+00	-3.457599878311157227e-01	-1.683200001716613770e-01	2.515400052070617676e-01	3.121599853038787842e-01	3.163900077342987061e-01	1.253899931907653809e-01	-1.264599990099668503e-02	2.229699939489364624e-01	-5.658500194549560547e-01	-8.626399934291839600e-02	6.254900097846984863e-01	-5.759999901056289673e-02	2.937499880790710449e-01	6.600499749183654785e-01	-5.311499834060668945e-01	-4.823299944400787354e-01	-9.792500138282775879e-01	5.313500165939331055e-01	-1.172500029206275940e-01
-1.815299987792968750e-01	6.482700109481811523e-01	-5.820999741554260254e-01	-4.945099949836730957e-01	1.541499972343444824e+00	1.345000028610229492e+00	-4.330500066280364990e-01	5.805900096893310547e-01	3.555600047111511230e-01	-2.518399953842163086e-01	2.025399953126907349e-01	-7.164300084114074707e-01	3.061000108718872070e-01	5.612699985504150391e-01	8.392800092697143555e-01	-3.808499872684478760e-01	-9.087499976158142090e-01	4.332599937915802002e-01	-1.443600002676248550e-02	2.372500002384185791e-01	-5.379899740219116211e-01	1.777300000190734863e+00	-6.643299758434295654e-02	6.979500055313110352e-01	6.929100155830383301e-01	-2.673899888992309570e+00	-7.680500149726867676e-01	3.392899930477142334e-01	1.969500035047531128e-01	-3.524500131607055664e-01	2.292000055313110352e+00	-2.741099894046783447e-01	-3.016900122165679932e-01	8.528599864803254604e-04	1.692299991846084595e-01	9.143300354480743408e-02	-2.360999956727027893e-02	3.623599931597709656e-02	3.448800146579742432e-01	-8.394700288772583008e-01	-2.517400085926055908e-01	4.212299883365631104e-01	4.861600100994110107e-01	2.232499979436397552e-02	5.576000213623046875e-01	-8.522300124168395996e-01	-2.307299971580505371e-01	-1.313799977302551270e+00	4.876399934291839600e-01	-1.046700030565261841e-01
-3.616499900817871094e-01	-1.060699969530105591e-01	-1.116799950599670410e+00	-6.726999878883361816e-01	-1.652099937200546265e-01	6.882800161838531494e-02	-1.172700047492980957e+00	7.166699767112731934e-01	1.657299995422363281e-01	-7.575899958610534668e-01	-1.465899944305419922e-01	3.578499853610992432e-01	-6.914100050926208496e-01	-1.204699993133544922e+00	1.522399932146072388e-01	6.356599926948547363e-01	8.744199872016906738e-01	-6.151700019836425781e-01	-1.747099995613098145e+00	3.529199957847595215e-01	2.225100062787532806e-02	3.898999989032745361e-01	2.070299908518791199e-02	7.416899800300598145e-01	2.409700071439146996e-03	-1.352900028228759766e+00	5.884400010108947754e-01	-4.296999871730804443e-01	-5.174000263214111328e-01	6.225799918174743652e-01	2.815299987792968750e+00	3.015199899673461914e-01	7.874199748039245605e-01	-7.959699630737304688e-02	9.869899749755859375e-01	2.760300040245056152e-01	4.867199957370758057e-01	5.921099781990051270e-01	-3.680399954319000244e-01	-1.205700039863586426e+00	3.681200146675109863e-01	-1.179699972271919250e-01	-4.068800061941146851e-02	1.618299931287765503e-01	-2.040700018405914307e-01	1.842499971389770508e+00	-3.952899873256683350e-01	-3.777100145816802979e-01	1.395899951457977295e-01	-7.783600091934204102e-01
-5.401499867439270020e-01	-2.993099987506866455e-01	-6.759099960327148438e-01	1.578399986028671265e-01	9.024099707603454590e-01	-8.956699967384338379e-01	-1.126700043678283691e+00	-6.901299953460693359e-01	7.116000056266784668e-01	7.123100161552429199e-01	1.103100031614303589e-01	-3.726800084114074707e-01	9.384599924087524414e-01	-4.289900064468383789e-01	1.080700039863586426e+00	4.378499984741210938e-01	-3.878499865531921387e-01	6.552799940109252930e-01	3.450100123882293701e-01	-1.379299998283386230e+00	1.113999962806701660e+00	-2.022700011730194092e-01	5.361199975013732910e-01	6.739400029182434082e-01	-5.271700024604797363e-01	-3.070299923419952393e-01	-1.483300030231475830e-01	7.857900261878967285e-01	8.436400294303894043e-01	5.646799802780151367e-01	2.195399999618530273e+00	-9.754399955272674561e-02	-4.174399971961975098e-01	1.029600024223327637e+00	8.302400261163711548e-02	-1.552000045776367188e-01	-1.125699996948242188e+00	7.441599965095520020e-01	1.153399944305419922e+00	2.441499978303909302e-01	5.711299926042556763e-02	6.382600069046020508e-01	-3.598900139331817627e-01	-3.165899962186813354e-02	8.882700204849243164e-01	7.873100042343139648e-01	-4.702799916267395020e-01	-6.973699927330017090e-01	1.202900037169456482e-01	-4.148600101470947266e-01
1.007699966430664062e-01	-1.172600015997886658e-01	-2.258899956941604614e-01	-1.429200053215026855e+00	4.918799996376037598e-01	-6.064500212669372559e-01	-2.097100019454956055e-01	1.935500055551528931e-01	4.987600147724151611e-01	-1.007499992847442627e-01	-6.091300249099731445e-01	4.875400066375732422e-01	-3.042699992656707764e-01	-1.591700017452239990e-01	1.046800017356872559e+00	-6.043199896812438965e-01	-7.289400100708007812e-01	5.890899896621704102e-01	1.286900043487548828e+00	-2.990599870681762695e-01	4.933499991893768311e-01	4.068300127983093262e-01	6.435800194740295410e-01	9.931700229644775391e-01	8.307399749755859375e-01	-3.852100074291229248e-01	-5.752300024032592773e-01	-3.409700095653533936e-01	5.597800016403198242e-01	-9.150000214576721191e-01	1.302000045776367188e+00	1.355399966239929199e+00	-3.616600036621093750e-01	-1.046599969267845154e-01	4.721199870109558105e-01	1.011500000953674316e+00	2.415299974381923676e-02	1.031000018119812012e+00	8.291900157928466797e-01	-7.044299691915512085e-02	-9.485699981451034546e-02	-7.676100134849548340e-01	-4.630100131034851074e-01	1.082499980926513672e+00	1.124200001358985901e-01	-6.261799931526184082e-01	1.656999945640563965e+00	7.292799949645996094e-01	3.170900046825408936e-01	9.945899844169616699e-01
7.506800293922424316e-01	5.312699824571609497e-02	5.462700128555297852e-02	7.250300049781799316e-02	-1.202099993824958801e-01	8.271700143814086914e-01	1.964100003242492676e-01	-3.117299973964691162e-01	3.642199933528900146e-01	-3.324300050735473633e-01	2.528899908065795898e-01	3.469099998474121094e-01	-9.692100286483764648e-01	-2.615599930286407471e-01	9.512699842453002930e-01	6.160500049591064453e-01	3.654299974441528320e-01	1.909700036048889160e-01	5.557100176811218262e-01	-4.839999973773956299e-01	-7.612500190734863281e-01	-2.658399939537048340e-01	-2.206999957561492920e-01	3.320899903774261475e-01	7.944599986076354980e-01	-1.881700038909912109e+00	-1.382600069046020508e-01	3.450500071048736572e-01	7.929599881172180176e-01	4.883800148963928223e-01	3.298599958419799805e+00	1.740400046110153198e-01	-7.242500036954879761e-02	-8.868100047111511230e-01	-3.127700090408325195e-01	3.091599941253662109e-01	-3.253099918365478516e-01	1.003099977970123291e-01	6.990600228309631348e-01	2.257200032472610474e-01	-5.838500261306762695e-01	3.680500090122222900e-01	6.333599984645843506e-02	8.871600031852722168e-01	2.559899985790252686e-01	1.502300053834915161e-01	5.453900098800659180e-01	9.743599891662597656e-01	2.740100026130676270e-01	1.077499985694885254e-01
-6.240400075912475586e-01	4.244300127029418945e-01	-1.861300021409988403e-01	-6.987299919128417969e-01	-6.008700132369995117e-01	-3.888500109314918518e-02	3.614999949932098389e-01	3.290100097656250000e-01	6.771299839019775391e-01	-8.838000148534774780e-02	5.752800032496452332e-02	-8.265100121498107910e-01	6.639999747276306152e-01	2.334000021219253540e-01	2.547399997711181641e-01	-1.309799998998641968e-01	-9.727500081062316895e-01	-2.624000012874603271e-01	-1.168200001120567322e-01	-3.784799948334693909e-03	3.382000029087066650e-01	5.307000279426574707e-01	3.992300033569335938e-01	1.578599959611892700e-01	2.913900017738342285e-01	-9.057499766349792480e-01	-5.360400080680847168e-01	-4.780099987983703613e-01	-1.307999968528747559e+00	-6.749600172042846680e-01	1.852100014686584473e+00	2.379000037908554077e-01	-9.186499714851379395e-01	-8.079800009727478027e-01	1.103899955749511719e+00	4.746200144290924072e-01	1.525099992752075195e+00	1.038499951362609863e+00	1.017699956893920898e+00	-6.371899843215942383e-01	-1.407500058412551880e-01	-5.627499818801879883e-01	-1.025900021195411682e-01	1.673099994659423828e+00	-7.933899760246276855e-01	-9.624300003051757812e-01	1.733199954032897949e+00	1.004699945449829102e+00	9.573699831962585449e-01	4.593899846076965332e-02
1.317500025033950806e-01	-2.551699876785278320e-01	-6.791500002145767212e-02	2.619299888610839844e-01	-2.615500092506408691e-01	2.356899976730346680e-01	1.307699978351593018e-01	-1.180099975317716599e-02	1.765900015830993652e+00	2.078099995851516724e-01	2.619799971580505371e-01	-1.642799973487854004e-01	-8.464199900627136230e-01	2.009399980306625366e-02	7.017599791288375854e-02	3.977800011634826660e-01	1.527799963951110840e-01	-2.021300047636032104e-01	-1.618399977684020996e+00	-5.432699918746948242e-01	-1.785600036382675171e-01	5.389400124549865723e-01	4.986799955368041992e-01	-1.017099991440773010e-01	6.626499891281127930e-01	-1.705100059509277344e+00	5.719299986958503723e-02	-3.240500092506408691e-01	-6.683499813079833984e-01	2.665399909019470215e-01	2.842000007629394531e+00	2.684400081634521484e-01	-5.953699946403503418e-01	-5.004000067710876465e-01	1.519899964332580566e+00	3.964100033044815063e-02	1.665899991989135742e+00	9.975799918174743652e-01	-5.597000122070312500e-01	-7.049300074577331543e-01	-3.089999966323375702e-02	-2.830199897289276123e-01	-1.356399953365325928e-01	6.428999900817871094e-01	4.149099886417388916e-01	1.236199975013732910e+00	7.658699750900268555e-01	9.779800176620483398e-01	5.850700139999389648e-01	-3.017599880695343018e-01
-4.490500092506408691e-01	-2.452699933201074600e-03	-1.044399976730346680e+00	4.263800084590911865e-01	5.245299935340881348e-01	-2.959200143814086914e-01	-5.875099897384643555e-01	-5.597299933433532715e-01	5.257999897003173828e-01	5.115100145339965820e-01	-7.529600262641906738e-01	-7.020500302314758301e-02	1.108000040054321289e+00	-6.159700155258178711e-01	-1.054200008511543274e-01	-8.182699978351593018e-02	-9.881400316953659058e-02	4.772000014781951904e-01	-5.606999993324279785e-02	-1.291599988937377930e+00	8.741899728775024414e-01	1.690800040960311890e-01	1.168099999427795410e+00	4.503900185227394104e-02	1.647199988365173340e-01	-4.580799937248229980e-01	9.239900112152099609e-02	3.421199917793273926e-01	-2.688499912619590759e-02	5.254399776458740234e-01	2.081000089645385742e+00	1.796499937772750854e-01	-3.636499941349029541e-01	1.277600049972534180e+00	4.611200094223022461e-01	-4.069599881768226624e-02	-7.372099757194519043e-01	9.668200016021728516e-01	2.340900003910064697e-01	-1.536699980497360229e-01	2.202699929475784302e-01	2.959800064563751221e-01	-6.876699924468994141e-01	2.558700144290924072e-01	1.289600014686584473e+00	1.294899940490722656e+00	-1.025599956512451172e+00	-8.628900051116943359e-01	8.808900117874145508e-01	-9.027799963951110840e-01
